Bandleader,Orchestra,Date,Title,AltTitle,Genre,Singer,Label,Master,Matrix,Disc,Composer,Author,Arranger,Grouping,Pianist,Bassist,Bandoneons,Strings,Lineup,LP_Title,LP_Images
Aníbal Troilo,Aníbal Troilo y su Orquesta Típica,1970-11-23,Tinta Verde,,Tango,Instrumental,Víctor,Tape-S,10891,AVL-4006,Agustín Bardi,,Raúl Garello,68-71 Colángelo,José Colángelo,Rafael Del Bagno,Aníbal Troilo; Abelardo Alfonsín; Domingo Mattío; Eduardo Marino; Raúl Garello,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (Viola); Miguel Ariz (Cello)",,Troilo for Export Vol 3,"[{""type"": ""Front"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TroiloAnibal/LPs/Troilo%20for%20Export%20Vol%203/Troilo%20for%20Export%20Vol%203%20Front.webp""}, {""type"": ""Back"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TroiloAnibal/LPs/Troilo%20for%20Export%20Vol%203/Troilo%20for%20Export%20Vol%203%20Back.webp""}, {""type"": ""Disk 1"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TroiloAnibal/LPs/Troilo%20for%20Export%20Vol%203/Troilo%20for%20Export%20Vol%203%20Disk%201.webp""}, {""type"": ""Disk 2"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TroiloAnibal/LPs/Troilo%20for%20Export%20Vol%203/Troilo%20for%20Export%20Vol%203%20Disk%202.webp""}]"
Aníbal Troilo,Aníbal Troilo y su Orquesta Típica,1970-12-21,Pa' Que Bailen los Muchachos,,Tango,Instrumental,Víctor,Tape-S,11142,AVL-4006,Aníbal Troilo,Pedro Córdoba,Raúl Garello,68-71 Colángelo,José Colángelo,Rafael Del Bagno,Aníbal Troilo; Abelardo Alfonsín; Domingo Mattío; Eduardo Marino; Raúl Garello,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (Viola); Miguel Ariz (Cello)",,Troilo for Export Vol 3,"[{""type"": ""Front"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TroiloAnibal/LPs/Troilo%20for%20Export%20Vol%203/Troilo%20for%20Export%20Vol%203%20Front.webp""}, {""type"": ""Back"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TroiloAnibal/LPs/Troilo%20for%20Export%20Vol%203/Troilo%20for%20Export%20Vol%203%20Back.webp""}, {""type"": ""Disk 1"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TroiloAnibal/LPs/Troilo%20for%20Export%20Vol%203/Troilo%20for%20Export%20Vol%203%20Disk%201.webp""}, {""type"": ""Disk 2"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TroiloAnibal/LPs/Troilo%20for%20Export%20Vol%203/Troilo%20for%20Export%20Vol%203%20Disk%202.webp""}]"
Aníbal Troilo,Aníbal Troilo y su Orquesta Típica,1970-12-21,Ojos Negros,,Tango,Instrumental,Víctor,Tape-S,11143,AVL-4006,Vicente Greco,Enrique Cadícamo,Raúl Garello,68-71 Colángelo,José Colángelo,Rafael Del Bagno,Aníbal Troilo; Abelardo Alfonsín; Domingo Mattío; Eduardo Marino; Raúl Garello,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (Viola); Miguel Ariz (Cello)",,Troilo for Export Vol 3,"[{""type"": ""Front"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TroiloAnibal/LPs/Troilo%20for%20Export%20Vol%203/Troilo%20for%20Export%20Vol%203%20Front.webp""}, {""type"": ""Back"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TroiloAnibal/LPs/Troilo%20for%20Export%20Vol%203/Troilo%20for%20Export%20Vol%203%20Back.webp""}, {""type"": ""Disk 1"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TroiloAnibal/LPs/Troilo%20for%20Export%20Vol%203/Troilo%20for%20Export%20Vol%203%20Disk%201.webp""}, {""type"": ""Disk 2"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TroiloAnibal/LPs/Troilo%20for%20Export%20Vol%203/Troilo%20for%20Export%20Vol%203%20Disk%202.webp""}]"
Aníbal Troilo,Aníbal Troilo y su Orquesta Típica,1970-12-28,Mi Refugio,,Tango,Instrumental,Víctor,Tape-S,11152,AVL-4006,Juan Cobián,Pedro Córdoba,Raúl Garello,68-71 Colángelo,José Colángelo,Rafael Del Bagno,Aníbal Troilo; Abelardo Alfonsín; Domingo Mattío; Eduardo Marino; Raúl Garello,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (Viola); Miguel Ariz (Cello)",,Troilo for Export Vol 3,"[{""type"": ""Front"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TroiloAnibal/LPs/Troilo%20for%20Export%20Vol%203/Troilo%20for%20Export%20Vol%203%20Front.webp""}, {""type"": ""Back"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TroiloAnibal/LPs/Troilo%20for%20Export%20Vol%203/Troilo%20for%20Export%20Vol%203%20Back.webp""}, {""type"": ""Disk 1"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TroiloAnibal/LPs/Troilo%20for%20Export%20Vol%203/Troilo%20for%20Export%20Vol%203%20Disk%201.webp""}, {""type"": ""Disk 2"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TroiloAnibal/LPs/Troilo%20for%20Export%20Vol%203/Troilo%20for%20Export%20Vol%203%20Disk%202.webp""}]"
Aníbal Troilo,Aníbal Troilo y su Orquesta Típica,1970-12-28,Tomando Color,,Tango,Instrumental,Víctor,Tape-S,11153,AVL-4006,Roberto Pansera,Celedonio Flores,Roberto Pansera,68-71 Colángelo,José Colángelo,Rafael Del Bagno,Aníbal Troilo; Abelardo Alfonsín; Domingo Mattío; Eduardo Marino; Raúl Garello,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (Viola); Miguel Ariz (Cello)",,Troilo for Export Vol 3,"[{""type"": ""Front"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TroiloAnibal/LPs/Troilo%20for%20Export%20Vol%203/Troilo%20for%20Export%20Vol%203%20Front.webp""}, {""type"": ""Back"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TroiloAnibal/LPs/Troilo%20for%20Export%20Vol%203/Troilo%20for%20Export%20Vol%203%20Back.webp""}, {""type"": ""Disk 1"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TroiloAnibal/LPs/Troilo%20for%20Export%20Vol%203/Troilo%20for%20Export%20Vol%203%20Disk%201.webp""}, {""type"": ""Disk 2"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TroiloAnibal/LPs/Troilo%20for%20Export%20Vol%203/Troilo%20for%20Export%20Vol%203%20Disk%202.webp""}]"
Aníbal Troilo,Aníbal Troilo y su Orquesta Típica,1971-04-24,El Bulín de la Calle Ayacucho,,Tango,Roberto Goyeneche,Víctor,Tape-S,11199,AVL-4025,José Servidio,Homero Manzi,Raúl Garello,68-71 Colángelo,José Colángelo,Rafael Del Bagno,Aníbal Troilo; Abelardo Alfonsín; Domingo Mattío; Eduardo Marino; Raúl Garello,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (Viola); Miguel Ariz (Cello)",,Te Acordas Polaco,"[{""type"": ""Front"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TroiloAnibal/LPs/Te%20Acordas%20Polaco/Te%20Acordas%20Polaco%20Front.webp""}, {""type"": ""Back"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TroiloAnibal/LPs/Te%20Acordas%20Polaco/Te%20Acordas%20Polaco%20Back.webp""}, {""type"": ""Disk 1"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TroiloAnibal/LPs/Te%20Acordas%20Polaco/Te%20Acordas%20Polaco%20Disk%201.webp""}, {""type"": ""Disk 2"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TroiloAnibal/LPs/Te%20Acordas%20Polaco/Te%20Acordas%20Polaco%20Disk%202.webp""}]"
Aníbal Troilo,Aníbal Troilo y su Orquesta Típica,1971-04-24,Toda Mi Vida,,Tango,Roberto Goyeneche,Víctor,Tape-S,11200,AVL-4025,Aníbal Troilo,Homero Manzi,Raúl Garello,68-71 Colángelo,José Colángelo,Rafael Del Bagno,Aníbal Troilo; Abelardo Alfonsín; Domingo Mattío; Eduardo Marino; Raúl Garello,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (Viola); Miguel Ariz (Cello)",,Te Acordas Polaco,"[{""type"": ""Front"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TroiloAnibal/LPs/Te%20Acordas%20Polaco/Te%20Acordas%20Polaco%20Front.webp""}, {""type"": ""Back"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TroiloAnibal/LPs/Te%20Acordas%20Polaco/Te%20Acordas%20Polaco%20Back.webp""}, {""type"": ""Disk 1"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TroiloAnibal/LPs/Te%20Acordas%20Polaco/Te%20Acordas%20Polaco%20Disk%201.webp""}, {""type"": ""Disk 2"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TroiloAnibal/LPs/Te%20Acordas%20Polaco/Te%20Acordas%20Polaco%20Disk%202.webp""}]"
Aníbal Troilo,Aníbal Troilo y su Orquesta Típica,1971-04-26,Tinta Roja,,Tango,Roberto Goyeneche,Víctor,Tape-S,11197,AVL-4025,Sebastián Piana,José Contursi,Raúl Garello,68-71 Colángelo,José Colángelo,Rafael Del Bagno,Aníbal Troilo; Abelardo Alfonsín; Domingo Mattío; Eduardo Marino; Raúl Garello,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (Viola); Miguel Ariz (Cello)",,Te Acordas Polaco,"[{""type"": ""Front"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TroiloAnibal/LPs/Te%20Acordas%20Polaco/Te%20Acordas%20Polaco%20Front.webp""}, {""type"": ""Back"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TroiloAnibal/LPs/Te%20Acordas%20Polaco/Te%20Acordas%20Polaco%20Back.webp""}, {""type"": ""Disk 1"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TroiloAnibal/LPs/Te%20Acordas%20Polaco/Te%20Acordas%20Polaco%20Disk%201.webp""}, {""type"": ""Disk 2"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TroiloAnibal/LPs/Te%20Acordas%20Polaco/Te%20Acordas%20Polaco%20Disk%202.webp""}]"
Aníbal Troilo,Aníbal Troilo y su Orquesta Típica,1971-04-26,Sur,,Tango,Roberto Goyeneche,Víctor,Tape-S,11198,AVL-4025,Aníbal Troilo,Cátulo Castillo,Argentino Galván,68-71 Colángelo,José Colángelo,Rafael Del Bagno,Aníbal Troilo; Abelardo Alfonsín; Domingo Mattío; Eduardo Marino; Raúl Garello,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (Viola); Miguel Ariz (Cello)",,Te Acordas Polaco,"[{""type"": ""Front"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TroiloAnibal/LPs/Te%20Acordas%20Polaco/Te%20Acordas%20Polaco%20Front.webp""}, {""type"": ""Back"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TroiloAnibal/LPs/Te%20Acordas%20Polaco/Te%20Acordas%20Polaco%20Back.webp""}, {""type"": ""Disk 1"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TroiloAnibal/LPs/Te%20Acordas%20Polaco/Te%20Acordas%20Polaco%20Disk%201.webp""}, {""type"": ""Disk 2"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TroiloAnibal/LPs/Te%20Acordas%20Polaco/Te%20Acordas%20Polaco%20Disk%202.webp""}]"
Aníbal Troilo,Aníbal Troilo y su Orquesta Típica,1971-05-06,Fueye,,Tango,Roberto Goyeneche,Víctor,Tape-S,11215,AVL-4025,Charlo,Cátulo Castillo,Raúl Garello,68-71 Colángelo,José Colángelo,Rafael Del Bagno,Aníbal Troilo; Abelardo Alfonsín; Domingo Mattío; Eduardo Marino; Raúl Garello,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (Viola); Miguel Ariz (Cello)",,Te Acordas Polaco,"[{""type"": ""Front"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TroiloAnibal/LPs/Te%20Acordas%20Polaco/Te%20Acordas%20Polaco%20Front.webp""}, {""type"": ""Back"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TroiloAnibal/LPs/Te%20Acordas%20Polaco/Te%20Acordas%20Polaco%20Back.webp""}, {""type"": ""Disk 1"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TroiloAnibal/LPs/Te%20Acordas%20Polaco/Te%20Acordas%20Polaco%20Disk%201.webp""}, {""type"": ""Disk 2"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TroiloAnibal/LPs/Te%20Acordas%20Polaco/Te%20Acordas%20Polaco%20Disk%202.webp""}]"
Aníbal Troilo,Aníbal Troilo y su Orquesta Típica,1971-05-06,Barrio de Tango,,Tango,Roberto Goyeneche,Víctor,Tape-S,11216,AVL-4025,Aníbal Troilo,José Contursi,Raúl Garello,68-71 Colángelo,José Colángelo,Rafael Del Bagno,Aníbal Troilo; Abelardo Alfonsín; Domingo Mattío; Eduardo Marino; Raúl Garello,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (Viola); Miguel Ariz (Cello)",,Te Acordas Polaco,"[{""type"": ""Front"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TroiloAnibal/LPs/Te%20Acordas%20Polaco/Te%20Acordas%20Polaco%20Front.webp""}, {""type"": ""Back"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TroiloAnibal/LPs/Te%20Acordas%20Polaco/Te%20Acordas%20Polaco%20Back.webp""}, {""type"": ""Disk 1"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TroiloAnibal/LPs/Te%20Acordas%20Polaco/Te%20Acordas%20Polaco%20Disk%201.webp""}, {""type"": ""Disk 2"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TroiloAnibal/LPs/Te%20Acordas%20Polaco/Te%20Acordas%20Polaco%20Disk%202.webp""}]"
Aníbal Troilo,Aníbal Troilo y su Orquesta Típica,1971-05-06,En Esta Tarde Gris,,Tango,Roberto Goyeneche,Víctor,Tape-S,11217,AVL-4025,Mariano Mores,Homero Manzi,Raúl Garello,68-71 Colángelo,José Colángelo,Rafael Del Bagno,Aníbal Troilo; Abelardo Alfonsín; Domingo Mattío; Eduardo Marino; Raúl Garello,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (Viola); Miguel Ariz (Cello)",,Te Acordas Polaco,"[{""type"": ""Front"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TroiloAnibal/LPs/Te%20Acordas%20Polaco/Te%20Acordas%20Polaco%20Front.webp""}, {""type"": ""Back"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TroiloAnibal/LPs/Te%20Acordas%20Polaco/Te%20Acordas%20Polaco%20Back.webp""}, {""type"": ""Disk 1"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TroiloAnibal/LPs/Te%20Acordas%20Polaco/Te%20Acordas%20Polaco%20Disk%201.webp""}, {""type"": ""Disk 2"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TroiloAnibal/LPs/Te%20Acordas%20Polaco/Te%20Acordas%20Polaco%20Disk%202.webp""}]"
Aníbal Troilo,Aníbal Troilo y su Orquesta Típica,1971-05-06,Una Canción,,Tango,Roberto Goyeneche,Víctor,Tape-S,11218,AVL-4025,Aníbal Troilo,Alberto Franco,Armando Pontier,68-71 Colángelo,José Colángelo,Rafael Del Bagno,Aníbal Troilo; Abelardo Alfonsín; Domingo Mattío; Eduardo Marino; Raúl Garello,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (Viola); Miguel Ariz (Cello)",,Te Acordas Polaco,"[{""type"": ""Front"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TroiloAnibal/LPs/Te%20Acordas%20Polaco/Te%20Acordas%20Polaco%20Front.webp""}, {""type"": ""Back"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TroiloAnibal/LPs/Te%20Acordas%20Polaco/Te%20Acordas%20Polaco%20Back.webp""}, {""type"": ""Disk 1"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TroiloAnibal/LPs/Te%20Acordas%20Polaco/Te%20Acordas%20Polaco%20Disk%201.webp""}, {""type"": ""Disk 2"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TroiloAnibal/LPs/Te%20Acordas%20Polaco/Te%20Acordas%20Polaco%20Disk%202.webp""}]"
Aníbal Troilo,Aníbal Troilo y su Orquesta Típica,1971-06-24,Trenzas,,Tango,Roberto Goyeneche,Víctor,Tape-S,11638,AVL-4025,Armando Pontier,Homero Manzi,Raúl Garello,68-71 Colángelo,José Colángelo,Rafael Del Bagno,Aníbal Troilo; Abelardo Alfonsín; Domingo Mattío; Eduardo Marino; Raúl Garello,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (Viola); Miguel Ariz (Cello)",,Te Acordas Polaco,"[{""type"": ""Front"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TroiloAnibal/LPs/Te%20Acordas%20Polaco/Te%20Acordas%20Polaco%20Front.webp""}, {""type"": ""Back"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TroiloAnibal/LPs/Te%20Acordas%20Polaco/Te%20Acordas%20Polaco%20Back.webp""}, {""type"": ""Disk 1"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TroiloAnibal/LPs/Te%20Acordas%20Polaco/Te%20Acordas%20Polaco%20Disk%201.webp""}, {""type"": ""Disk 2"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TroiloAnibal/LPs/Te%20Acordas%20Polaco/Te%20Acordas%20Polaco%20Disk%202.webp""}]"
Aníbal Troilo,Aníbal Troilo y su Orquesta Típica,1971-06-24,Fogón de Huella,,Tango,Roberto Goyeneche,Víctor,Tape-S,11639,AVL-4025,Arturo Gallucci,Nicolás Olivari,,68-71 Colángelo,José Colángelo,Rafael Del Bagno,Aníbal Troilo; Abelardo Alfonsín; Domingo Mattío; Eduardo Marino; Raúl Garello,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (Viola); Miguel Ariz (Cello)",,Te Acordas Polaco,"[{""type"": ""Front"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TroiloAnibal/LPs/Te%20Acordas%20Polaco/Te%20Acordas%20Polaco%20Front.webp""}, {""type"": ""Back"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TroiloAnibal/LPs/Te%20Acordas%20Polaco/Te%20Acordas%20Polaco%20Back.webp""}, {""type"": ""Disk 1"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TroiloAnibal/LPs/Te%20Acordas%20Polaco/Te%20Acordas%20Polaco%20Disk%201.webp""}, {""type"": ""Disk 2"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TroiloAnibal/LPs/Te%20Acordas%20Polaco/Te%20Acordas%20Polaco%20Disk%202.webp""}]"
Aníbal Troilo,Aníbal Troilo y su Orquesta Típica,1971-06-24,La Violeta,,Tango,Roberto Goyeneche,Víctor,Tape-S,11640,AVL-4025,Cátulo Castillo,Homero Expósito,Astor Piazzolla,68-71 Colángelo,José Colángelo,Rafael Del Bagno,Aníbal Troilo; Abelardo Alfonsín; Domingo Mattío; Eduardo Marino; Raúl Garello,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (Viola); Miguel Ariz (Cello)",,Te Acordas Polaco,"[{""type"": ""Front"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TroiloAnibal/LPs/Te%20Acordas%20Polaco/Te%20Acordas%20Polaco%20Front.webp""}, {""type"": ""Back"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TroiloAnibal/LPs/Te%20Acordas%20Polaco/Te%20Acordas%20Polaco%20Back.webp""}, {""type"": ""Disk 1"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TroiloAnibal/LPs/Te%20Acordas%20Polaco/Te%20Acordas%20Polaco%20Disk%201.webp""}, {""type"": ""Disk 2"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TroiloAnibal/LPs/Te%20Acordas%20Polaco/Te%20Acordas%20Polaco%20Disk%202.webp""}]"
Aníbal Troilo,Aníbal Troilo y su Orquesta Típica,1971-06-24,Corazón de Papel,,Tango,Roberto Goyeneche,Víctor,Tape-S,11641,AVL-4025,Cátulo Castillo,Yaraví,,68-71 Colángelo,José Colángelo,Rafael Del Bagno,Aníbal Troilo; Abelardo Alfonsín; Domingo Mattío; Eduardo Marino; Raúl Garello,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (Viola); Miguel Ariz (Cello)",,Te Acordas Polaco,"[{""type"": ""Front"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TroiloAnibal/LPs/Te%20Acordas%20Polaco/Te%20Acordas%20Polaco%20Front.webp""}, {""type"": ""Back"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TroiloAnibal/LPs/Te%20Acordas%20Polaco/Te%20Acordas%20Polaco%20Back.webp""}, {""type"": ""Disk 1"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TroiloAnibal/LPs/Te%20Acordas%20Polaco/Te%20Acordas%20Polaco%20Disk%201.webp""}, {""type"": ""Disk 2"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TroiloAnibal/LPs/Te%20Acordas%20Polaco/Te%20Acordas%20Polaco%20Disk%202.webp""}]"
Anselmo Aieta,Orquesta Anselmo Aieta,1925,Desilusión,,Tango,Instrumental,Electra,,123,707,,,,26-31 Electra + Columbia,Luis Nicolás Visca,Luis Adesso,"Anselmo Aieta, Luis Moresco","Juan D'Arienzo, José Cacopardo","Piano, Bass, 2 Bandoneons, 2 Violins",,
Anselmo Aieta,Orquesta Anselmo Aieta,1925,El Travieso,,Tango,Instrumental,Electra,,124,707,,,,26-31 Electra + Columbia,Luis Nicolás Visca,Luis Adesso,"Anselmo Aieta, Luis Moresco","Juan D'Arienzo, José Cacopardo","Piano, Bass, 2 Bandoneons, 2 Violins",,
Anselmo Aieta,Orquesta Anselmo Aieta,1925,El Último Cariño,,Tango,Instrumental,Electra,,,708,,,,26-31 Electra + Columbia,Luis Nicolás Visca,Luis Adesso,"Anselmo Aieta, Luis Moresco","Juan D'Arienzo, José Cacopardo","Piano, Bass, 2 Bandoneons, 2 Violins",,
Anselmo Aieta,Orquesta Anselmo Aieta,1925,Maldita Visión,,Tango,Instrumental,Electra,,,708,,,,26-31 Electra + Columbia,Luis Nicolás Visca,Luis Adesso,"Anselmo Aieta, Luis Moresco","Juan D'Arienzo, José Cacopardo","Piano, Bass, 2 Bandoneons, 2 Violins",,
Anselmo Aieta,Orquesta Anselmo Aieta,1925,El Cofrecito,,Tango,Instrumental,Electra,,133,711,,,,26-31 Electra + Columbia,Luis Nicolás Visca,Luis Adesso,"Anselmo Aieta, Luis Moresco","Juan D'Arienzo, José Cacopardo","Piano, Bass, 2 Bandoneons, 2 Violins",,
Anselmo Aieta,Orquesta Anselmo Aieta,1925,Adiós Carmencita,,Tango,Instrumental,Electra,,132,711,,,,26-31 Electra + Columbia,Luis Nicolás Visca,Luis Adesso,"Anselmo Aieta, Luis Moresco","Juan D'Arienzo, José Cacopardo","Piano, Bass, 2 Bandoneons, 2 Violins",,
Anselmo Aieta,Orquesta Anselmo Aieta,1925,Buen Amigo,,Tango,Instrumental,Electra,,136,712,,,,26-31 Electra + Columbia,Luis Nicolás Visca,Luis Adesso,"Anselmo Aieta, Luis Moresco","Juan D'Arienzo, José Cacopardo","Piano, Bass, 2 Bandoneons, 2 Violins",,
Anselmo Aieta,Orquesta Anselmo Aieta,1925,Mimosa,,Tango,Instrumental,Electra,,139,712,,,,26-31 Electra + Columbia,Luis Nicolás Visca,Luis Adesso,"Anselmo Aieta, Luis Moresco","Juan D'Arienzo, José Cacopardo","Piano, Bass, 2 Bandoneons, 2 Violins",,
Anselmo Aieta,Orquesta Anselmo Aieta,1925,Rosalía,,Tango,Instrumental,Electra,,137,713,,,,26-31 Electra + Columbia,Luis Nicolás Visca,Luis Adesso,"Anselmo Aieta, Luis Moresco","Juan D'Arienzo, José Cacopardo","Piano, Bass, 2 Bandoneons, 2 Violins",,
Anselmo Aieta,Orquesta Anselmo Aieta,1925,Corazón de Oro,,Tango,Instrumental,Electra,,138,713,,,,26-31 Electra + Columbia,Luis Nicolás Visca,Luis Adesso,"Anselmo Aieta, Luis Moresco","Juan D'Arienzo, José Cacopardo","Piano, Bass, 2 Bandoneons, 2 Violins",,
Anselmo Aieta,Orquesta Anselmo Aieta,1925,Sonsa,,Tango,Instrumental,Electra,,142,714,,,,26-31 Electra + Columbia,Luis Nicolás Visca,Luis Adesso,"Anselmo Aieta, Luis Moresco","Juan D'Arienzo, José Cacopardo","Piano, Bass, 2 Bandoneons, 2 Violins",,
Anselmo Aieta,Orquesta Anselmo Aieta,1925,Palabras Cruzadas,,Tango,Instrumental,Electra,,144,714,,,,26-31 Electra + Columbia,Luis Nicolás Visca,Luis Adesso,"Anselmo Aieta, Luis Moresco","Juan D'Arienzo, José Cacopardo","Piano, Bass, 2 Bandoneons, 2 Violins",,
Anselmo Aieta,Orquesta Anselmo Aieta,1925,Triste,,Tango,Instrumental,Electra,,,715,,,,26-31 Electra + Columbia,Luis Nicolás Visca,Luis Adesso,"Anselmo Aieta, Luis Moresco","Juan D'Arienzo, José Cacopardo","Piano, Bass, 2 Bandoneons, 2 Violins",,
Anselmo Aieta,Orquesta Anselmo Aieta,1925,La Monjita,,Tango,Instrumental,Electra,,,715,,,,26-31 Electra + Columbia,Luis Nicolás Visca,Luis Adesso,"Anselmo Aieta, Luis Moresco","Juan D'Arienzo, José Cacopardo","Piano, Bass, 2 Bandoneons, 2 Violins",,
